shift_batch_id,production_volume_kg,chemical_usage_liters,etp_status,electricity_usage_kwh,,etp_cost_bdt,etp_capacity_liters,ph,bod_mg_per_l,cod_mg_per_l,risk_score
B29805,300,2520.3,0,800,,10.3,42092,10.22,750.5,2773.2,93.65
B66258,4528.2,30885.9,1,15560.8,,1578.4,76276,7.09,90.7,203.1,9.57
B30072,6755.9,46925.4,1,24354.8,,1186.7,90000,7.45,112.4,264.1,10.88
B42625,4616,48264.4,0,12005,,8.8,83046,12.99,468.6,1214.8,94.6
B17096,5310.4,42171.8,0,17304.7,,33.1,67365,10.75,412.9,1002.5,82.3
B51839,6534.8,53325.2,1,13967.5,,1570,63633,8.71,170.4,571.3,26.68
B40323,5112.9,34901.4,1,15754.8,,1083.9,44530,8.43,157.5,542,21.14
B29386,7256,72247.8,1,20929.9,,1512.5,83626,8.45,162,381.2,19.28
B51426,3256.2,26290.9,1,11164.3,,836.8,54585,6.43,134.8,466.1,13.95
B80812,6507.8,58169.2,1,16415.4,,1052.3,70525,6.95,110.2,268,9.52
B99123,4400.3,30726.3,0,11176.7,,62.9,58184,9.54,522,1954.4,88.44
B83767,4702.4,47840.5,0,15197.2,,67.7,71946,10.81,405.3,1278.1,85.75
B94355,4619,44191.7,1,11643.4,,1040.3,64790,8.31,143.7,377.3,20.9
B12812,4445.4,38090.9,1,10748.8,,634.8,56377,8.98,106.1,372.5,21.08
B63827,3778.8,37847.3,1,7357.4,,1223.8,63306,7.94,68.1,248.1,5.58
B10423,2879.6,20456.9,1,7740.7,,1189.5,68405,8.58,139.8,530.8,20.73
B78666,2628.1,17751.4,1,8995.8,,865,58776,6.41,98.3,257.8,14.24
B50096,1973.4,19533.9,1,4359.9,,877.1,44408,8.64,161.5,488.4,20.8
B62595,578,5716,1,2632.8,,589.4,57303,7.78,125.5,457,16.4
B64534,5334.6,54699.8,1,16110.5,,934.7,59952,7.06,155.8,457.1,17.19
B53659,2517.6,18024.5,1,8255.8,,1173.1,48178,6.85,91.8,335.5,5.8
B74343,2608.4,19968.6,1,8036.9,,774.9,62581,6.11,143.4,485.1,16.56
B72579,4019.6,27326.4,1,9208.2,,671.6,58882,8.29,92.3,253.3,17.25
B35816,6882,51282.8,1,20803.2,,975.3,54622,7.47,99.6,250.7,6.7
B67590,3062.1,24167.5,1,6893.4,,1154.8,58116,7.53,72.4,311,8.48
B42458,7336,69823.8,1,25886.3,,1125.6,48733,6.24,115.1,287.5,13.07
B56181,3553.3,33146.8,1,9405.3,,1465,82522,7.86,55.3,133.5,10.45
B85918,2940.4,21204.5,0,8110.8,,36.8,46357,9.52,834.5,2529.2,91.84
B78756,4041.9,27605.8,1,12714.3,,1390.9,73500,7.05,129.1,497.5,17.62
B23204,814.7,7286.9,0,2247.5,,12.4,56031,12.47,506.1,1460.3,95.1
B47202,4455.1,41854.7,1,12108.8,,847,47388,6.86,175.7,475.9,21.63
B97347,3069.2,22381.3,1,10227.8,,1474.2,62451,6.51,93.2,172.3,12.39
B16746,5476.7,41596,1,19466.7,,1154.6,47745,6.15,98.2,314.6,5.3
B89609,3666.2,38300.3,1,9255.3,,883.9,49271,6,135.9,344,16.79
B53088,4852,36568.2,1,17011.4,,1071.5,68573,7.18,119.2,356.3,5.6
B86663,2172.4,20358.1,0,5401.7,,43.9,52865,11.48,348.5,1182.9,97.9
B52132,3978.8,30295.6,0,11010.8,,8.8,68326,9.52,885.8,3339.3,90.95
B57708,5567.6,56537.4,1,10691,,1304.8,67813,7.52,108.9,371.6,14.97
B26220,4058.1,35163.3,1,9312.8,,1502,75029,8,213.5,758.6,23.17
B40909,7043.4,73057.5,0,14118.9,,4.9,66761,10.6,548.8,1352.4,92.04
B51043,455.5,4608.4,1,1820.9,,728,43162,8.5,155.5,516.4,20.55
B87338,6043.1,45109.3,1,14057.7,,1008.9,41576,7.86,132.7,422.7,12.06
B16784,1685.5,17034.8,1,5789.3,,2039.8,90000,8.59,91.3,186,15.34
B33966,5882.8,58734.6,1,14624.9,,880.2,42131,8.75,74.5,118.7,15.56
B38774,4338.9,41202.7,1,13295.6,,1024.8,48346,8.86,64.5,219,17.91
B15207,6314.7,61280.4,1,17278.6,,1547.5,67812,7.65,185.6,596.8,20.11
B51779,3735.5,37667.1,1,10530.7,,1206.5,70394,8.18,193.8,600.3,19.75
B62363,3735.4,29145,1,12803.6,,1330.9,62480,8.76,122,404.3,16.97
B32454,3500.6,28741.1,1,12636.3,,748.2,68988,6.22,166.8,574.3,22.49
B23041,3385.6,23502.3,1,11544.9,,826.6,43418,7.24,134.5,396.6,18.04
B28659,3190.5,22198.4,1,7921.3,,1283.7,58895,8.56,114.4,385.6,20.7
B20509,4372.5,40908.5,1,14559.4,,784.2,68946,8.48,39.7,73.1,7
B67833,7271.9,70737.8,1,21902.5,,1226.7,90000,8.25,141.2,523.4,18.1
B66621,6288.1,59856.2,1,17566.8,,1659.5,66885,6.32,237.4,498.7,22.62
B15836,2078.2,21354.6,1,6565.4,,1225.7,89887,7.25,91.7,272.8,10.01
B46903,2965.9,27658.2,1,6075.7,,1837.5,66591,7.41,141.8,418.2,12.2
B15896,1298,12692.8,1,3359.1,,915.2,63499,6.61,120.8,349.3,14.02
B70850,4004.9,27276.2,0,11589.1,,26.7,70034,12.11,513.2,1713.9,95.81
B58636,3532.9,23915.5,1,11610.1,,969.3,46128,7.66,101.2,292.2,8.48
B57349,4788.8,35007.9,0,9695.3,,45.9,48090,11.65,548.8,1774.9,96.92
B62787,4469.9,38200.1,1,16123.6,,1279,72423,7.62,88,395.4,12.76
B14321,4428.8,39827,1,14403.1,,1104.6,63525,8.3,168.6,496.3,24.33
B71375,4222.1,30841,1,9950.3,,1170.7,70042,6.94,109.9,299.8,10.04
B87788,6003.7,50122.8,0,17455.9,,54.6,52295,10.72,534.5,1467.3,94.76
B28328,3689.7,30638.4,1,10656.2,,686.6,41590,8.69,191,513.3,23.56
B22422,2518.9,16406.7,1,8083,,1912.1,90000,6.89,154.1,523.9,21.42
B64319,4923,32392.7,0,12317.9,,21.9,53335,12.86,581,1380.7,100
B59310,4740,33060.7,1,13064.1,,1369.5,69464,6.88,129.5,469.8,12.71
B91831,4830.4,42996.7,1,13285.3,,691.6,49547,6.78,187.4,686.5,17.94
B42120,4254.9,36951.3,1,10457.8,,1088.6,73906,8.8,116.8,319.1,19.76
B35927,5719.5,45429.1,1,14488.3,,854.5,62107,7.42,72.2,152.7,14.15
B24315,6627,64788.4,1,17776.7,,721.9,33478,6.27,141.1,465.7,20.51
B44705,7087.9,71864.4,1,20954.2,,1297.8,62906,8.35,98.2,280.9,15.35
B91418,6578.7,54017.3,1,23401.9,,716.4,40417,7.27,89.5,149.7,12.34
B91902,3405.7,23965,1,11114.6,,1123.1,84698,8.63,146,467.1,23.22
B92389,3105,27750.6,1,10723.5,,948,60952,7.78,167.9,545.1,18.01
B48625,3184.3,20895.3,1,6563.3,,1608,84797,8.65,117.2,356.3,18.24
B27788,3582.3,33459.3,0,9374.1,,45.2,88175,10.43,559.6,1609.5,81.27
B86390,2976.2,26080.7,1,8650.4,,1155.5,67041,8.36,140.6,477.2,17
B39170,3055.8,21460.7,1,8684.9,,1743.1,61817,7.81,184.7,437.8,12.27
B40295,1027.7,9278.1,1,3470.9,,1919.8,74201,6.31,93.5,311.2,15.08
B44681,4961,51692.8,1,15188.6,,1052.5,71007,6.46,84.7,269.4,11.89
B99267,2437.6,22737.9,1,7897,,1366.2,52279,8.2,137.5,449,11.46
B45471,4660.8,42776.6,1,13238.3,,1927,73639,6.48,97.8,338.1,14.35
B27204,5606.5,53620.9,1,17671.3,,784,59670,7.13,20,72.7,6.75
B33928,3423.8,30850,1,8641.4,,1319.5,56264,7.58,115.7,383.1,7.55
B55182,4693.7,34411.5,1,15159.5,,1623.8,75750,6.4,24.2,105,10.82
B54992,7601.1,49601.1,1,24012,,1241.4,68345,8.99,20.8,54.4,17.45
B37471,3761.2,31800,1,9352.5,,1208.9,61811,6.58,93.4,297.6,7.9
B58905,6066.4,51020.2,0,11744,,75.7,54733,12.79,617.5,2082,100
B46605,5831.2,49888.4,1,15390.4,,1088.2,62507,7.43,130,481.6,13.28
B68389,4676.1,44145.5,1,13806,,1668.7,68551,8.68,39.1,91.1,11.39
B81599,5570.7,36538.5,0,19040.8,,0.2,66964,11.62,786.7,1733,100
B61226,5129.7,46325.5,1,12779.3,,1238.9,43164,7.73,149.6,415.6,10.06
B16027,5976.9,45643.2,1,16835,,1514.9,83432,8.07,188.9,706.3,21.55
B59500,7129.9,66081.6,1,19282.9,,660.5,48061,6.6,90.6,250,14.25
B21277,3526.5,36190.2,1,10656,,1227.9,49950,8.81,197.8,560.5,19.59
B46534,1388.2,12812.6,1,3406.3,,1474.1,76005,7.96,67.7,196,17.56
B87225,6019.8,60543.6,1,15374.1,,1306.3,55790,8.95,162.8,359.2,21.11
B30845,6492,51267.6,1,16327.2,,1577.1,68049,7.77,123.3,367.1,15.59
B86936,9020,66018.7,1,19139.5,,719.9,54874,8.56,170.7,469.9,23.34
B36940,3232.1,24000.7,1,10578.4,,1666.1,77433,6,182,588.5,17.99
B67827,2783,28085.7,1,10712.1,,776.1,47995,7.55,34.2,118.3,0.78
B96569,2368.1,15594.6,0,4440.1,,22.2,67586,10.34,569,2055.1,93.92
B74198,2906.8,21641,1,8401.6,,980.2,40271,7.38,207.6,543.5,20.52
B89214,5961,44541.1,0,14361.6,,23.2,68798,11.39,532.9,1317.7,93.52
B13120,7395.5,61704.4,1,22538.9,,1177,58142,7.73,58.2,184.1,9.8
B24478,5815.4,54337.1,1,12794.1,,1237.8,60147,8.77,93.9,352.6,18.72
B68998,2162,18004.8,1,5450.2,,664.5,55136,6.3,94.2,217.9,18.59
B53192,2907.6,23388.1,1,8096.6,,1186.2,62154,7.06,179.6,664.2,18.72
B20093,5981.4,61219.7,0,13751.3,,47.5,47880,11.25,573.1,2149.4,96.17
B66595,1893.9,15345.6,1,5806.1,,608,57764,6.83,108.5,254.5,8.13
B44451,5541.5,55259.2,1,13019.4,,1855.6,72324,8.46,93.3,350.5,16.05
B78587,3388.9,29325.5,1,8565.8,,1197.5,75887,6.22,112.1,226.6,9.7
B36651,6273.8,55228,1,17514.5,,1249.6,69918,8.87,212.9,723.8,29.98
B44568,1358.2,10663.4,0,4459.8,,52.3,58625,12.73,473.1,1765.3,100
B73096,3536.9,36129.1,0,10756.1,,54.7,69694,11.38,905.3,2162.6,97.44
B26673,6481,43032.3,1,20826.6,,991.1,39579,6.17,69.6,197.7,9.1
B33969,6206.4,52078.1,0,12279.3,,51,41199,11.5,343.1,1108.2,92.11
B40804,2656.5,18158.5,1,8285.9,,1052.2,66758,6.47,128,322.6,16.4
B88675,5286.3,44665.2,1,17406.6,,1051.5,71294,6.42,113.1,409.8,14.23
B22608,4802,48093.4,1,16278.2,,1208.3,74612,6.42,115.8,426,11.23
B39522,3118,22299,1,7547,,1099.3,63067,6.66,86.2,261.2,10.98
B16685,5713.1,44366.8,1,19824.8,,967.1,52746,8.05,57.3,153.1,8.09
B47751,3794.2,38994.4,0,7751.2,,20,66626,9.68,488.3,1161.2,81.46
B97550,3264.6,32794.3,0,8849,,3.5,52655,11.07,786,1941.7,96.87
B46189,2977.4,30681.5,0,9042.2,,2.7,46628,12.74,200,539.7,83.25
B67859,5007.3,37006.9,0,11397.7,,45.1,44656,12.28,483.1,1171.6,95.64
B11869,7775.4,66004.2,1,15481.5,,1834.2,84567,6.96,106.5,391.5,9.9
B96254,3237.5,21800.6,1,9845.8,,763.7,38782,7.43,86.2,254.1,10.69
B18527,5244.6,43955.6,1,17343.9,,1728.5,66021,7.06,136.4,341,10.42
B84228,7765.2,73707.7,1,20636.1,,1037.6,48604,8.97,73,298.4,13.03
B28307,3753.6,33009.4,1,8024.1,,1131.2,86165,6.66,119.1,353.2,11.51
B47321,5871.9,51581.6,1,14877.4,,1231,55256,7.1,111.9,237.1,7.44
B97972,5245.5,43139.2,1,17504.8,,1262.8,81240,7.77,124.5,433.3,14.77
B35970,2946.7,20804.9,1,6544.3,,635.9,48518,8.69,111.5,386.6,14.91
B50449,1649.4,16341.9,1,5615.7,,1158.3,62617,6.07,160.9,384.3,21.82
B92996,4286.3,32001.1,1,13233.6,,1231.5,57222,8.64,116.4,194,14.06
B80817,3724.3,32763.9,1,10969,,1277.3,68981,7.34,138.3,412.2,14.95
B49093,2860.6,25782.5,0,9017.3,,54.4,71778,10.39,881.1,2315.7,91.96
B42844,4469.4,29827.5,1,11711.1,,1377.7,81700,7.57,71.7,289.5,8.29
B83589,8261.2,78571.1,1,25027.7,,530.9,41239,8.12,114.7,366.9,17.44
B89943,4864.5,48814.2,0,13401.4,,15.2,73404,11.14,320.7,1008.9,91.28
B35539,2017.5,13199.1,1,4677.1,,1342.6,69898,7.1,175.1,460.8,15.87
B33977,5072.7,49534,1,15357.6,,1018.9,77728,7.46,128.3,418.4,15.59
B20378,7648.6,68596.8,1,15605,,1246.7,51998,8.09,181.8,604.8,17.84
B50975,2198.4,17319.2,0,5068.7,,42.4,84177,10.4,468.9,1238.8,83.59
B96086,2577.4,17951.1,1,7574.7,,976.2,51511,8.9,136.4,503.3,20.17
B28197,4451.4,44390,0,14938,,9.1,51364,12.43,687,2285.8,98.37
B60630,2356.9,22514.1,1,5509.5,,815.9,79432,6.34,72.5,258.6,12.19
B76479,3798.1,25091,1,10108.7,,922.4,74126,8.49,56.4,198.8,10.64
B35871,5966.6,45011.8,1,19275.7,,1065.9,77651,8.06,153,482,18.62
B67168,4406.3,37852.6,1,11070.1,,954.1,62745,6.96,80.6,231.3,7.8
B31419,2409.9,20382.4,1,8019.5,,1020.3,55481,8.49,94.5,286.9,18.43
B13629,4603.2,38111.7,1,15939.9,,1493.9,63552,7.64,120.5,290.3,14.66
B21628,4956.3,36053.4,1,17108.3,,792.8,57559,6.94,161.2,552.2,19.84
B96539,3517.7,32243.4,1,11946,,922.4,49319,6.59,106.9,383.6,13.09
B70912,2777.7,21386.3,1,10327.7,,694.5,59166,6.37,217.5,572.5,18.25
B15258,4502.7,45358.7,1,10686.6,,1506.1,76075,8.37,87.5,211,15.71
B87077,3028.7,21540,1,9664.5,,1661.9,64150,7.32,100.5,229.5,7.6
B99713,3370.7,24342.6,1,9495,,1285.2,58885,8.87,60.2,108.9,11.35
B86747,6222.9,44556.5,1,20328.9,,646.2,44732,7.82,52.9,131.5,10.27
B40759,5990,46600.2,1,14801.5,,851.3,50339,7.98,61.6,180.5,15.66
B64473,3897,39542.9,0,7310,,62.4,54491,9.91,662,2207.9,93.17
B29306,6221,54641.9,1,13605.3,,834,64809,6.35,174.1,621.1,18.08
B76278,5793.9,58384.8,1,13828.4,,1178.7,77434,7.59,67.8,213.4,4.57
B36777,3783.2,26362.2,1,13711.4,,644.4,45309,6.53,159.6,471,15.87
B38867,3047.9,26024.8,1,8769.6,,1073.9,59939,8.43,120.6,358.9,16.36
B41275,2183.4,22236.7,0,7527.1,,44.6,56752,10.41,561.3,1153.8,94.48
B59495,4004,34361.5,1,13781.6,,797.8,61331,8.76,115.6,328.5,14.11
B20161,6355.1,56146.9,0,21433.9,,68.7,67461,9.72,531,1905.7,83.19
B77035,4423.3,39119.8,0,8697.6,,79.3,68463,9.78,979.7,3367.1,92.45
B44244,2418.1,21990.5,0,6690.8,,43.8,60828,9.99,879,1956.2,92.21
B58262,6861.3,52324.9,1,16129.8,,1222.9,64501,8.12,99.6,261.8,15.64
B54566,3525.8,32982.8,1,11166.2,,889.7,65335,8.69,152.9,494,19.93
B10582,2493.6,24426.5,1,8072.8,,836.5,75064,6.12,171.9,501.2,17.93
B64938,5034,33710.2,1,11939.5,,756.5,63603,7.23,159.9,478.3,18.08
B23603,3788.1,38731.5,1,7722.7,,693.8,44790,7.17,137.5,406.7,16.57
B87425,5179.6,39341,1,14728.6,,1547.9,79627,7.01,154.8,517.6,11.2
B19967,5775.8,46897.7,1,17697.3,,816.7,49355,8.44,98.5,302,20.46
B32958,8479.5,80202.7,1,27907,,400,40146,8.32,59,234.1,8.23
B45285,1688,17540.8,1,4494.3,,1034.2,50739,7.69,50,134.1,8.12
B98567,6807.3,64932.5,1,17087.9,,1014.9,58975,6.96,75,254.5,6.57
B79102,5700.8,42561.8,0,11893.8,,34.8,65217,10.09,571.5,1421.6,89.28
B60409,4026.5,34679,1,9145.5,,1372.8,52965,7.98,115.8,265.6,15.06
B89284,4805.6,36275.9,1,14592,,758.4,66471,7.95,120.1,474.1,15.67
B64530,4792.2,32570.3,0,9053.5,,19.2,65045,10.95,575.3,1927.7,92.57
B16622,6180.2,48943.3,1,15078.7,,1715.2,65755,8.58,143,340.9,22.74
B95829,2829.1,22408.8,1,6463.2,,710.5,48959,8.64,178.2,413.5,14.28
B72588,2869.1,24280.6,1,6143.2,,1157.4,71405,6.32,141.4,494.1,21.34
B84289,7798.5,81509.2,1,27449.9,,1558.4,90000,8.67,143.8,458.1,21.49
B21092,3415.6,24509.8,1,6968.7,,671,33649,6.33,162.9,465.8,22.56
B48431,6711.7,69027.9,1,16348.4,,1224,58969,8.12,109.5,321.7,19.57
B19060,1697.5,12154.5,0,5415.9,,13.6,90000,12.56,966.4,3257.9,100
B15827,8284.1,69114.1,1,26157.4,,1267,57864,8.25,70.1,168.3,9.69
B96982,3216.1,32558,1,10252.2,,542.9,37484,7.91,123.4,401.6,16.07
B26449,5003.8,47377.5,1,15238.7,,1056.6,70867,6.53,87.4,328.4,9.13
B64510,3455.2,32458.3,1,8672.9,,1468.6,60090,7.17,134,367.2,11.14
B25278,2895.6,19533.5,1,8720.2,,1745.4,71056,6.72,119.7,371.6,9.92
B69119,7057.6,47948.1,0,24641.9,,6,61716,10.02,773.1,2156.2,93.6
B74836,6290.5,59846.2,0,20532.3,,45.7,57671,12.4,218.1,672.2,83.88
B11308,6142,46380.3,1,20409,,1105.8,64146,7.27,122.5,295.2,5.81
B32777,6748.1,54731.7,1,13954.9,,1619.1,68315,7.95,139.7,360.3,21.27
B14631,4588.3,37277.4,1,13974.4,,1139.2,51017,6.5,93.2,198.5,13.96
B64153,2146.7,20308.5,1,7169.8,,664.7,43843,8.08,71.3,227.8,11.49
B83686,6131.6,53469.6,1,21836.8,,730.6,44792,8.47,104.8,277.3,19.77
B95318,3947.9,40564.8,1,12258,,905.6,75335,7.45,61.9,124,5.36
B46448,5357.9,47806.7,1,16066.5,,1319.3,72679,7.01,158.9,551.7,16.38
B86290,6853.7,45425,0,16497,,16.1,59625,11.99,525.7,1810.9,100
B81016,7617.3,73496.7,1,17335.9,,1331,62373,8.32,145.4,384.1,23.95
B62423,3437.2,32284.9,1,12201.9,,720.9,62372,6.83,85.3,227.7,8.02
B13106,3094.4,25338.7,1,8424.8,,1351.9,61571,8.52,82.8,242.9,10.06
B67269,6731.2,58813.1,0,15240.4,,65.2,84312,12.09,512.5,1821.8,100
B57788,6743.8,53089,1,23019.2,,940.1,57964,7.04,84.9,231.3,3.38
B74582,3472.7,33093.2,0,6193.5,,51,63465,9.61,524.6,1450.8,83.6
B72486,6432.5,41823.3,1,14240.2,,815.6,46834,8.83,104.2,257.6,12.96
B52726,4702.9,31014.7,1,14175.7,,1092.5,48470,6,149.5,441.4,16.82
B65798,3674.6,27120.6,1,9740.8,,1262.6,73389,6.75,110.6,307.3,7.89
B45667,3304,34062.4,0,9744.9,,34.3,87536,9.94,694.6,2596.6,92.3
B86009,3865.2,37382.5,0,10519.9,,62.4,54472,10.85,928.9,3254,87.46
B93391,8507,70537.4,1,23680.4,,1663.4,75428,7.49,154.2,367.5,17.2
B18881,3136.4,22975.6,0,8551.3,,41.9,56087,10,608.9,1630.5,88.66
B14764,2858,29575,1,9494.8,,989.6,63801,7.99,104.8,338,9.76
B19310,2143.4,15909.6,1,6345.8,,1253.5,50733,6.11,69.3,203.8,8.24
B31113,9020,86830,0,19469.7,,42.7,77462,10.5,562.7,1836.8,89.62
B39158,3393.3,30462.7,1,10825.7,,764.2,63133,7.42,115,312.7,12.78
B14373,4985.9,41720.3,1,13135.5,,998.3,51738,8.11,129.4,446.2,13.32
B94332,5477.2,56898.3,0,19049.9,,40.3,63692,12.13,706.8,1611.2,97.4
B39999,4337.3,40918.5,1,11225.2,,1539.7,65694,6.85,144.8,349.9,11.78
B24745,3045.4,28924.3,1,11253.9,,1080.7,70843,8.95,91.7,340.7,16.31
B17901,4247.2,34174.3,0,13766.1,,63,39351,11.4,756,2066.2,100
B16766,4519.8,38610.7,1,16162.5,,701.6,62293,6.97,104.6,241.8,6.09
B51522,2399.2,23996.2,1,6757.8,,905.2,45992,8.66,175.9,429.9,18.8
B61076,6522.4,64427.9,0,21995.3,,0.6,71049,11.74,753.2,2784.4,95.55
B46583,1928.8,17889.2,1,5274.5,,1213.9,71315,8.42,253.1,782.4,25.04
B39218,3591.5,34230,1,9204.4,,949.8,70259,7.83,142.5,412.7,15.55
B51719,3411.6,32933.3,1,12532,,977.9,51914,8.2,152.1,402.8,20.51
B11189,2434.2,21111.8,1,5812.7,,972.4,71063,6.61,160.8,446.5,12.45
B80765,1332.5,11140,1,3707.6,,969.2,43419,7.31,136.9,487.1,16.67
B95336,5185.8,44447.9,1,12058.2,,1881.1,79711,8.83,123.7,311.2,15.18
B37195,5311.7,43189.5,1,13457.5,,1238.7,63144,7.16,138.7,403.2,12.15
B22454,4472.9,36137.2,1,14887.5,,646.6,57667,6.27,130.4,444.1,18.62
B59592,4491.7,46446.3,1,14659,,1655,90000,7.09,113.6,396.8,8.6
B10803,6670.5,67037.2,1,13792.5,,865.8,57676,8.19,130,390.7,17.85
B92114,6130.4,54202.5,1,17862.6,,594.1,45523,8.47,66,278.5,15.91
B43324,4085.7,35357.9,1,14790.6,,1128.9,65368,8.62,147.1,522,18.09
B22358,3772,24795.5,0,12747,,30,63121,10.09,350.9,1170.5,86.39
B85889,2279.2,21194.9,1,7904.4,,1356,68912,6.2,171.1,542.2,15.87
B30699,7644.4,65223.9,1,23025,,466.6,76202,7.06,40.2,67.7,4.5
B32120,3030.6,20327,1,7534.5,,400,27304,6.7,65.8,209.6,9.39
B61509,4444.2,33220.9,1,11668,,1103.7,59916,8.74,132.2,547.9,19.2
B26782,5085.8,38726.1,1,17010.4,,1253.3,73985,7.92,115.5,398.6,17.5
B23732,6011,39611.7,1,21524.5,,1782.2,80218,6.08,89.4,179.9,11.13
B46312,5802.5,43733.9,1,16651.7,,1164.2,65388,6.03,91,228.2,18.34
B29396,2918.8,29836.7,0,9035.6,,32.4,46582,12.81,481.6,1358.6,99.09
B62711,3148.5,22009.6,1,9499.9,,1273.5,75554,7.6,172.6,366.6,16.7
B70284,6215.2,50268.8,1,21935.8,,967,57808,8.84,145.7,484.9,18.27
B88566,5783.5,43600.4,1,14335.5,,1487.7,67797,8.84,126.9,322.5,19.12
B74072,2811.2,26748.3,1,8121.5,,1386.4,58211,8.51,144.1,499.4,19.6
B57788,7777.8,60189.6,0,20455.3,,3,49118,12.16,307.8,1229.3,98.54
B48448,1758,15724.3,0,5795.4,,2.5,76311,10.2,585.7,1723.4,85.96
B98792,4147.3,38250.7,0,10498,,68.4,64852,12.69,571,2020.2,100
B24467,6755.9,46562.7,1,16483.3,,1653.2,71484,8.58,141.2,365.4,17.33
B98312,2041.8,19182.4,0,5863.8,,46.9,58017,9.91,777.5,2445.5,95.11
B36634,6530.7,58528.6,1,15879.8,,1266.1,35914,8.63,142.1,371.1,20.7
B14746,8260.6,63808.4,1,15826.4,,804.9,47124,7.64,135.8,455.3,19.52
B83638,5563.5,44529.4,0,18192.8,,62,60978,11.06,445.9,1649,94.61
B35546,6903.8,53113,1,18198.7,,1693,90000,6.45,89.9,366.1,17.47
B86935,1691.4,13374.6,0,3622.4,,36.9,81741,11.46,864.5,2901.5,100
B30683,3156,22157.4,1,10538.4,,916.7,56425,8.14,176.8,524,19.7
B71435,3178.2,32942.9,1,7301.6,,689.7,52880,6.44,120.2,284.7,9.24
B63372,3209.9,26375.3,1,8682.9,,1449.6,49116,7.71,113.2,298.2,10.34
B26529,2992.1,21326.4,1,7868.7,,833.3,57297,7.92,172.2,464.5,13.22
B34219,6285.6,42144.5,1,22802.7,,963.4,66108,7.86,52.4,183.7,5.97
B10557,6639.1,44857.1,1,22647.8,,1559.1,67878,8.02,145.3,365.5,19.14
B11576,4224.2,39941.9,1,15116.9,,996.2,84001,7,91,204.2,10.83
B58796,5510.9,55461.5,1,11177.1,,1146.8,63455,8.42,162,553.5,20.1
B22138,6048.8,42141.7,1,21781.7,,1021.4,53161,8.87,92.3,265.8,18.16
B94955,3592.3,26333.2,1,12376.8,,670.2,50231,8.8,70,236.7,13.62
B69551,4702.1,43159.8,1,15761.8,,1628,71589,6.23,80.9,228.1,20.53
B20085,6545.5,49785,0,15300.6,,39.4,54321,11.91,380,932.9,89.89
B24174,7512.6,61663.4,1,18465.2,,2006,80517,6.12,80.5,339.3,17.31
B25648,4371.7,38104,1,10391.1,,1117.2,54053,8.85,188.4,586.8,18.82
B47043,6205.5,52288.9,0,20912.8,,1.4,48077,11.3,685.5,1482.7,94.02
B14985,5670,37679.3,1,18089.5,,1673.8,71053,8.13,88.9,334.2,14.73
B43853,2263.1,23552.5,1,4609.2,,1140.4,51149,8.88,198.7,747,32.18
B52078,3715.7,25769.3,1,9308.8,,1130.5,70139,8.45,114.8,391,12.83
B74352,3100.4,30354.9,1,7078.5,,1933.6,82818,7.11,156.7,518.6,14.57
B60543,2711,27494.1,0,6119.1,,18.8,60174,11.25,651.1,2101.5,100
B34425,3823.9,37819.6,1,8996.5,,958.6,39410,8.68,117,407.8,16.95
B14736,6591.4,57647.3,1,21785.8,,1506.6,69422,8.06,164.9,595.4,21.87
B58556,2766,28426.6,1,9486.2,,1325.1,64916,6.52,111,299.4,13.53
B55139,1819.9,18548.2,1,5116.8,,1075.1,77402,8.72,152.4,378.7,25.16
B48823,3156,27427.4,0,9899.5,,74.3,88504,12.48,743.8,1767.9,100
B34415,4658.8,47450.1,1,15045.8,,952.2,42545,6.83,196.4,518.5,21.75
B22791,5817.5,55114.3,0,18887.9,,51,85629,12.61,525.5,1461.6,100
B34692,5547.8,48174.6,1,15125,,1178.9,65536,7.34,64.7,227.2,2.47
B23978,4472.1,31289.3,0,9599.6,,10.3,58215,12.6,403.1,1005.4,95.75
B76256,5415.6,46583.3,1,11462.5,,595.3,49911,8.13,130.7,480.7,13.34
B17337,4019.9,29035.9,0,12427.3,,55.4,53552,11.56,839.7,2576.3,100
B68340,560.8,5278.4,0,1617.4,,51.1,67858,10.03,755.1,2148.9,91.73
B27703,7387.8,63609.9,1,23347.9,,1072.2,45010,6.24,128.2,447.6,14.03
B86469,7285,49193.8,1,18923.3,,400,41917,7.86,74.7,241.2,8.84
B13046,2599.4,25400.2,1,10055.1,,1006.7,55769,7.66,70.6,204.8,4.94
B92898,3697.5,25466.3,0,9396.5,,6.9,69616,11.21,640.5,2056.8,99.57
B87216,2945.5,26649.2,1,6003.1,,1238.5,54281,7.98,101.3,281.4,9.23
B40803,2010,14242.4,0,4856.4,,27.6,39132,11.1,510.4,1384.9,92.49
B49263,7533.8,77141.7,1,22968.2,,1838.7,68526,6.39,140.8,380.7,17.08
B44629,5158.7,45587,1,13981.4,,552.1,49964,7.53,159.7,583.1,14.09
B65469,3326.4,26797.4,0,10152.6,,67.6,61511,12.71,702.1,1697.2,100
B37116,5651.6,53033.8,1,12954.4,,1828.1,88683,8.65,92,204.3,16.56
B34040,9020,86059.4,1,28510.5,,1566.4,78876,7.16,162.5,564.9,17.61
B15013,6599,59905.1,1,19368.4,,971,54769,8.75,168.7,453.8,19.96
B76901,6760.4,53158.9,1,23035.9,,887.3,62469,6.35,160.2,598.8,19.67
